ROR   ---Q---- CZ
a3 0c 80000000 00
a4 0c 00000000 11
a5 0c 00000000 11
a6 0c 80000000 10
a7 0c 80000000 10
a8 0c 00000001 00
a9 0c 00000001 00
aa 0c 80000001 00
ab 0c 80000001 00
ac 0c 3fffffff 10
ad 0c 3fffffff 10
ae 0c bfffffff 10
af 0c bfffffff 10
b0 0c 40000000 00
b1 0c 40000000 00
b2 0c c0000000 00
b3 0c c0000000 00
b4 0c 40000000 10
b5 0c 40000000 10
b6 0c c0000000 10
b7 0c c0000000 10
b8 0c 7fffffff 00
b9 0c 7fffffff 00
ba 0c ffffffff 00
bb 0c ffffffff 00
bc 0c 7fffffff 10
bd 0c 7fffffff 10
be 0c ffffffff 10
bf 0c ffffffff 10
c0 0c 00000000 01
c1 0c 00000000 01
c2 0c fffffffc 00
c3 0c fffffffc 00
c4 0c 00000000 11
c5 0c 00000000 11
c6 0c fffffffc 10
c7 0c fffffffc 10
c8 0c 00000000 01
c9 0c 00000000 01
ca 0c fffffffc 00
cb 0c fffffffc 00
cc 0c 00000001 10
cd 0c 00000001 10
ce 0c fffffffd 10
cf 0c fffffffd 10
d0 0c 00000002 00
d1 0c 00000002 00
d2 0c fffffffe 00
d3 0c fffffffe 00
d4 0c 00000002 10
d5 0c 00000002 10
d6 0c fffffffe 10
d7 0c fffffffe 10
d8 0c 00000003 00
d9 0c 00000003 00
da 0c ffffffff 00
db 0c ffffffff 00
dc 0c 00000003 10
dd 0c 00000003 10
de 0c ffffffff 10
df 0c ffffffff 10
e0 0c 00000000 01
e1 0c 00000000 01
e2 0c fffffffe 00
e3 0c fffffffe 00
e4 0c 00000000 11
e5 0c 00000000 11
e6 0c fffffffe 10
e7 0c fffffffe 10
e8 0c 00000000 01
e9 0c 00000000 01
ea 0c fffffffe 00
eb 0c fffffffe 00
ec 0c 00000000 11
ed 0c 00000000 11
ee 0c fffffffe 10
ef 0c fffffffe 10
f0 0c 00000001 00
f1 0c 00000001 00
f2 0c ffffffff 00
f3 0c ffffffff 00
f4 0c 00000001 10
f5 0c 00000001 10
f6 0c ffffffff 10
f7 0c ffffffff 10
f8 0c 00000001 00
f9 0c 00000001 00
fa 0c ffffffff 00
fb 0c ffffffff 00
fc 0c 00000001 10
fd 0c 00000001 10
fe 0c ffffffff 10
ff 0c ffffffff 10
RCL   ---Q---- CZ
00 0d 00000000 01
01 0d 00000000 01
02 0d 00000000 01
03 0d 00000000 01
04 0d 00000001 00
05 0d 00000001 00
06 0d 00000001 00
07 0d 00000001 00
08 0d 00000002 00
09 0d 00000002 00
0a 0d 00000002 00
0b 0d 00000002 00
0c 0d 7fffffff 00
0d 0d 7fffffff 00
0e 0d 7fffffff 00
0f 0d 7fffffff 00
10 0d 80000000 10
11 0d 80000000 10
12 0d 80000000 10
13 0d 80000000 10
14 0d 80000001 10
15 0d 80000001 10
16 0d 80000001 10
17 0d 80000001 10
18 0d fffffffe 10
19 0d fffffffe 10
1a 0d fffffffe 10
1b 0d fffffffe 10
1c 0d ffffffff 10
1d 0d ffffffff 10
1e 0d ffffffff 10
1f 0d ffffffff 10
20 0d 00000000 01
21 0d 00000000 01
22 0d 00000001 00
23 0d 00000001 00
24 0d 00000002 00
25 0d 00000002 00
26 0d 00000003 00
27 0d 00000003 00
28 0d 00000004 00
29 0d 00000004 00
2a 0d 00000005 00
2b 0d 00000005 00
2c 0d fffffffe 00
2d 0d fffffffe 00
2e 0d ffffffff 00
2f 0d ffffffff 00
30 0d 00000000 11
31 0d 00000000 11
32 0d 00000001 10
33 0d 00000001 10
34 0d 00000002 10
35 0d 00000002 10
36 0d 00000003 10
37 0d 00000003 10
38 0d fffffffc 10
39 0d fffffffc 10
3a 0d fffffffd 10
3b 0d fffffffd 10
3c 0d fffffffe 10
3d 0d fffffffe 10
3e 0d ffffffff 10
3f 0d ffffffff 10
40 0d 00000000 01
41 0d 00000000 01
42 0d 00000003 00
43 0d 00000003 00
44 0d 00000004 00
45 0d 00000004 00
46 0d 00000007 00
47 0d 00000007 00
48 0d 00000008 00
49 0d 00000008 00
4a 0d 0000000b 00
4b 0d 0000000b 00
4c 0d fffffffc 00
4d 0d fffffffc 00
4e 0d ffffffff 00
4f 0d ffffffff 00
50 0d 00000000 11
51 0d 00000000 11
52 0d 00000003 10
53 0d 00000003 10
54 0d 00000004 10
55 0d 00000004 10
56 0d 00000007 10
57 0d 00000007 10
58 0d fffffff8 10
59 0d fffffff8 10
5a 0d fffffffb 10
5b 0d fffffffb 10
5c 0d fffffffc 10
5d 0d fffffffc 10
5e 0d ffffffff 10
5f 0d ffffffff 10
60 0d 00000000 01
61 0d 00000000 01
62 0d 7fffffff 00
63 0d 7fffffff 00
64 0d 80000000 00
65 0d 80000000 00
66 0d ffffffff 00
67 0d ffffffff 00
68 0d 00000000 01
69 0d 00000000 01
6a 0d 7fffffff 00
6b 0d 7fffffff 00
6c 0d 80000000 00
6d 0d 80000000 00
6e 0d ffffffff 00
6f 0d ffffffff 00
70 0d 00000000 11
71 0d 00000000 11
72 0d 7fffffff 10
73 0d 7fffffff 10
74 0d 80000000 10
75 0d 80000000 10
76 0d ffffffff 10
77 0d ffffffff 10
78 0d 00000000 11
79 0d 00000000 11
7a 0d 7fffffff 10
7b 0d 7fffffff 10
7c 0d 80000000 10
7d 0d 80000000 10
7e 0d ffffffff 10
7f 0d ffffffff 10
80 0d 00000000 01
81 0d 00000000 01
82 0d 00000000 01
83 0d 00000000 01
84 0d 00000001 00
85 0d 00000001 00
86 0d 00000001 00
87 0d 00000001 00
88 0d 00000002 00
89 0d 00000002 00
8a 0d 00000002 00
8b 0d 00000002 00
8c 0d 7fffffff 00
8d 0d 7fffffff 00
8e 0d 7fffffff 00
8f 0d 7fffffff 00
90 0d 80000000 10
91 0d 80000000 10
92 0d 80000000 10
93 0d 80000000 10
94 0d 80000001 10
95 0d 80000001 10
96 0d 80000001 10
97 0d 80000001 10
98 0d fffffffe 10
99 0d fffffffe 10
9a 0d fffffffe 10
9b 0d fffffffe 10
9c 0d ffffffff 10
9d 0d ffffffff 10
9e 0d ffffffff 10
9f 0d ffffffff 10
a0 0d 00000000 01
a1 0d 00000000 01
a2 0d 00000001 00
a3 0d 00000001 00
a4 0d 00000002 00
a5 0d 00000002 00
a6 0d 00000003 00
a7 0d 00000003 00
a8 0d 00000004 00
a9 0d 00000004 00
aa 0d 00000005 00
ab 0d 00000005 00
ac 0d fffffffe 00
ad 0d fffffffe 00
ae 0d ffffffff 00
af 0d ffffffff 00
b0 0d 00000000 11
b1 0d 00000000 11
b2 0d 00000001 10
b3 0d 00000001 10
b4 0d 00000002 10
b5 0d 00000002 10
b6 0d 00000003 10
b7 0d 00000003 10
b8 0d fffffffc 10
b9 0d fffffffc 10
ba 0d fffffffd 10
bb 0d fffffffd 10
bc 0d fffffffe 10
bd 0d fffffffe 10
be 0d ffffffff 10
bf 0d ffffffff 10
c0 0d 00000000 01
c1 0d 00000000 01
c2 0d 3fffffff 00
c3 0d 3fffffff 00
c4 0d 40000000 00
c5 0d 40000000 00
c6 0d 7fffffff 00
c7 0d 7fffffff 00
c8 0d 80000000 00
c9 0d 80000000 00
ca 0d bfffffff 00
cb 0d bfffffff 00
cc 0d c0000000 00
cd 0d c0000000 00
ce 0d ffffffff 00
cf 0d ffffffff 00
d0 0d 00000000 11
d1 0d 00000000 11
d2 0d 3fffffff 10
d3 0d 3fffffff 10
d4 0d 40000000 10
d5 0d 40000000 10
d6 0d 7fffffff 10
d7 0d 7fffffff 10
d8 0d 80000000 10
d9 0d 80000000 10
da 0d bfffffff 10
db 0d bfffffff 10
dc 0d c0000000 10
dd 0d c0000000 10
de 0d ffffffff 10
df 0d ffffffff 10
e0 0d 00000000 01
e1 0d 00000000 01
e2 0d 7fffffff 00
e3 0d 7fffffff 00
e4 0d 80000000 00
e5 0d 80000000 00
e6 0d ffffffff 00
e7 0d ffffffff 00
e8 0d 00000000 01
e9 0d 00000000 01
ea 0d 7fffffff 00
eb 0d 7fffffff 00
ec 0d 80000000 00
ed 0d 80000000 00
ee 0d ffffffff 00
ef 0d ffffffff 00
f0 0d 00000000 11
f1 0d 00000000 11
f2 0d 7fffffff 10
f3 0d 7fffffff 10
f4 0d 80000000 10
f5 0d 80000000 10
f6 0d ffffffff 10
f7 0d ffffffff 10
f8 0d 00000000 11
f9 0d 00000000 11
fa 0d 7fffffff 10
fb 0d 7fffffff 10
fc 0d 80000000 10
fd 0d 80000000 10
fe 0d ffffffff 10
ff 0d ffffffff 10
SAR   ---Q---- CZ
00 0e 00000000 01
01 0e 00000000 01
02 0e 00000000 01
03 0e 00000000 01
04 0e 00000001 10
05 0e 00000001 10
06 0e 00000001 10
07 0e 00000001 10
08 0e 00000002 00
09 0e 00000002 00
0a 0e 00000002 00
0b 0e 00000002 00
0c 0e 7fffffff 10
0d 0e 7fffffff 10
0e 0e 7fffffff 10
0f 0e 7fffffff 10
10 0e 80000000 00
11 0e 80000000 00
12 0e 80000000 00
13 0e 80000000 00
14 0e 80000001 10
15 0e 80000001 10
16 0e 80000001 10
17 0e 80000001 10
18 0e fffffffe 00
19 0e fffffffe 00
1a 0e fffffffe 00
1b 0e fffffffe 00
1c 0e ffffffff 10
1d 0e ffffffff 10
1e 0e ffffffff 10
1f 0e ffffffff 10
20 0e 00000000 01
21 0e 00000000 01
22 0e 00000000 01
23 0e 00000000 01
24 0e 00000000 11
25 0e 00000000 11
26 0e 00000000 11
27 0e 00000000 11
28 0e 00000001 00
29 0e 00000001 00
2a 0e 00000001 00
2b 0e 00000001 00
2c 0e 3fffffff 10
2d 0e 3fffffff 10
2e 0e 3fffffff 10
2f 0e 3fffffff 10
30 0e c0000000 00
31 0e c0000000 00
32 0e c0000000 00
33 0e c0000000 00
34 0e c0000000 10
35 0e c0000000 10
36 0e c0000000 10
37 0e c0000000 10
38 0e ffffffff 00
39 0e ffffffff 00
3a 0e ffffffff 00
3b 0e ffffffff 00
3c 0e ffffffff 10
3d 0e ffffffff 10
3e 0e ffffffff 10
3f 0e ffffffff 10
40 0e 00000000 01
41 0e 00000000 01
42 0e 00000000 01
43 0e 00000000 01
44 0e 00000000 11
45 0e 00000000 11
46 0e 00000000 11
47 0e 00000000 11
48 0e 00000000 01
49 0e 00000000 01
4a 0e 00000000 01
4b 0e 00000000 01
4c 0e 1fffffff 10
4d 0e 1fffffff 10
4e 0e 1fffffff 10
4f 0e 1fffffff 10
50 0e e0000000 00
51 0e e0000000 00
52 0e e0000000 00
53 0e e0000000 00
54 0e e0000000 10
55 0e e0000000 10
56 0e e0000000 10
57 0e e0000000 10
58 0e ffffffff 00
59 0e ffffffff 00
5a 0e ffffffff 00
5b 0e ffffffff 00
5c 0e ffffffff 10
5d 0e ffffffff 10
5e 0e ffffffff 10
5f 0e ffffffff 10
60 0e 00000000 01
61 0e 00000000 01
62 0e 00000000 01
63 0e 00000000 01
64 0e 00000000 11
65 0e 00000000 11
66 0e 00000000 11
67 0e 00000000 11
68 0e 00000000 01
69 0e 00000000 01
6a 0e 00000000 01
6b 0e 00000000 01
6c 0e 00000000 11
6d 0e 00000000 11
6e 0e 00000000 11
6f 0e 00000000 11
70 0e ffffffff 00
71 0e ffffffff 00
72 0e ffffffff 00
73 0e ffffffff 00
74 0e ffffffff 10
75 0e ffffffff 10
76 0e ffffffff 10
77 0e ffffffff 10
78 0e ffffffff 00
79 0e ffffffff 00
7a 0e ffffffff 00
7b 0e ffffffff 00
7c 0e ffffffff 10
7d 0e ffffffff 10
7e 0e ffffffff 10
7f 0e ffffffff 10
80 0e 00000000 01
81 0e 00000000 01
82 0e 00000000 01
83 0e 00000000 01
84 0e 00000001 10
85 0e 00000001 10
86 0e 00000001 10
87 0e 00000001 10
88 0e 00000002 00
89 0e 00000002 00
8a 0e 00000002 00
8b 0e 00000002 00
8c 0e 7fffffff 10
8d 0e 7fffffff 10
8e 0e 7fffffff 10
8f 0e 7fffffff 10
90 0e 80000000 00
91 0e 80000000 00
92 0e 80000000 00
93 0e 80000000 00
94 0e 80000001 10
95 0e 80000001 10
96 0e 80000001 10
97 0e 80000001 10
98 0e fffffffe 00
99 0e fffffffe 00
9a 0e fffffffe 00
9b 0e fffffffe 00
9c 0e ffffffff 10
9d 0e ffffffff 10
9e 0e ffffffff 10
9f 0e ffffffff 10
a0 0e 00000000 01
a1 0e 00000000 01
a2 0e 00000000 01
a3 0e 00000000 01
a4 0e 00000000 11
a5 0e 00000000 11
a6 0e 00000000 11
a7 0e 00000000 11
a8 0e 00000001 00
a9 0e 00000001 00
aa 0e 00000001 00
ab 0e 00000001 00
ac 0e 3fffffff 10
ad 0e 3fffffff 10
ae 0e 3fffffff 10
af 0e 3fffffff 10
b0 0e c0000000 00
b1 0e c0000000 00
b2 0e c0000000 00
b3 0e c0000000 00
b4 0e c0000000 10
b5 0e c0000000 10
b6 0e c0000000 10
b7 0e c0000000 10
b8 0e ffffffff 00
b9 0e ffffffff 00
ba 0e ffffffff 00
bb 0e ffffffff 00
bc 0e ffffffff 10
bd 0e ffffffff 10
be 0e ffffffff 10
bf 0e ffffffff 10
c0 0e 00000000 01
c1 0e 00000000 01
c2 0e 00000000 01
c3 0e 00000000 01
c4 0e 00000000 11
c5 0e 00000000 11
c6 0e 00000000 11
c7 0e 00000000 11
c8 0e 00000000 01
c9 0e 00000000 01
ca 0e 00000000 01
cb 0e 00000000 01
cc 0e 00000001 10
cd 0e 00000001 10
ce 0e 00000001 10
cf 0e 00000001 10
d0 0e fffffffe 00
d1 0e fffffffe 00
d2 0e fffffffe 00
d3 0e fffffffe 00
d4 0e fffffffe 10
d5 0e fffffffe 10
d6 0e fffffffe 10
d7 0e fffffffe 10
d8 0e ffffffff 00
d9 0e ffffffff 00
da 0e ffffffff 00
db 0e ffffffff 00
dc 0e ffffffff 10
dd 0e ffffffff 10
de 0e ffffffff 10
df 0e ffffffff 10
e0 0e 00000000 01
e1 0e 00000000 01
e2 0e 00000000 01
e3 0e 00000000 01
e4 0e 00000000 11
e5 0e 00000000 11
e6 0e 00000000 11
e7 0e 00000000 11
e8 0e 00000000 01
e9 0e 00000000 01
ea 0e 00000000 01
eb 0e 00000000 01
ec 0e 00000000 11
ed 0e 00000000 11
ee 0e 00000000 11
ef 0e 00000000 11
f0 0e ffffffff 00
f1 0e ffffffff 00
f2 0e ffffffff 00
f3 0e ffffffff 00
f4 0e ffffffff 10
f5 0e ffffffff 10
f6 0e ffffffff 10
f7 0e ffffffff 10
f8 0e ffffffff 00
f9 0e ffffffff 00
fa 0e ffffffff 00
fb 0e ffffffff 00
fc 0e ffffffff 10
fd 0e ffffffff 10
fe 0e ffffffff 10
ff 0e ffffffff 10
REV   ---Q---- CZ
00 0f 00000000 01
01 0f 00000000 01
02 0f 00000000 01
03 0f 00000000 01
04 0f 80000000 10
05 0f 80000000 10
06 0f 80000000 10
07 0f 80000000 10
08 0f 40000000 00
09 0f 40000000 00
0a 0f 40000000 00
0b 0f 40000000 00
0c 0f fffffffe 10
0d 0f fffffffe 10
0e 0f fffffffe 10
0f 0f fffffffe 10
10 0f 00000001 00
11 0f 00000001 00
12 0f 00000001 00
13 0f 00000001 00
14 0f 80000001 10
15 0f 80000001 10
16 0f 80000001 10
17 0f 80000001 10
18 0f 7fffffff 00
19 0f 7fffffff 00
1a 0f 7fffffff 00
1b 0f 7fffffff 00
1c 0f ffffffff 10
1d 0f ffffffff 10
1e 0f ffffffff 10
1f 0f ffffffff 10
20 0f 00000000 01
21 0f 00000000 01
22 0f 00000000 01
23 0f 00000000 01
24 0f 40000000 10
25 0f 40000000 10
26 0f 40000000 10
27 0f 40000000 10
28 0f 20000000 00
29 0f 20000000 00
2a 0f 20000000 00
2b 0f 20000000 00
2c 0f 7fffffff 10
2d 0f 7fffffff 10
2e 0f 7fffffff 10
2f 0f 7fffffff 10
30 0f 00000000 01
31 0f 00000000 01
32 0f 00000000 01
33 0f 00000000 01
34 0f 40000000 10
35 0f 40000000 10
36 0f 40000000 10
37 0f 40000000 10
38 0f 3fffffff 00
39 0f 3fffffff 00
3a 0f 3fffffff 00
3b 0f 3fffffff 00
3c 0f 7fffffff 10
3d 0f 7fffffff 10
3e 0f 7fffffff 10
3f 0f 7fffffff 10
40 0f 00000000 01
41 0f 00000000 01
42 0f 00000000 01
43 0f 00000000 01
44 0f 20000000 10
45 0f 20000000 10
46 0f 20000000 10
47 0f 20000000 10
48 0f 10000000 00
49 0f 10000000 00
4a 0f 10000000 00
4b 0f 10000000 00
4c 0f 3fffffff 10
4d 0f 3fffffff 10
4e 0f 3fffffff 10
4f 0f 3fffffff 10
50 0f 00000000 01
51 0f 00000000 01
52 0f 00000000 01
53 0f 00000000 01
54 0f 20000000 10
55 0f 20000000 10
56 0f 20000000 10
57 0f 20000000 10
58 0f 1fffffff 00
59 0f 1fffffff 00
5a 0f 1fffffff 00
5b 0f 1fffffff 00
5c 0f 3fffffff 10
5d 0f 3fffffff 10
5e 0f 3fffffff 10
5f 0f 3fffffff 10
60 0f 00000000 01
61 0f 00000000 01
62 0f 00000000 01
63 0f 00000000 01
64 0f 00000001 10
65 0f 00000001 10
66 0f 00000001 10
67 0f 00000001 10
68 0f 00000000 01
69 0f 00000000 01
6a 0f 00000000 01
6b 0f 00000000 01
6c 0f 00000001 10
6d 0f 00000001 10
6e 0f 00000001 10
6f 0f 00000001 10
70 0f 00000000 01
71 0f 00000000 01
72 0f 00000000 01
73 0f 00000000 01
74 0f 00000001 10
75 0f 00000001 10
76 0f 00000001 10
77 0f 00000001 10
78 0f 00000000 01
79 0f 00000000 01
7a 0f 00000000 01
7b 0f 00000000 01
7c 0f 00000001 10
7d 0f 00000001 10
7e 0f 00000001 10
7f 0f 00000001 10
80 0f 00000000 01
81 0f 00000000 01
82 0f 00000000 01
83 0f 00000000 01
84 0f 80000000 10
85 0f 80000000 10
86 0f 80000000 10
87 0f 80000000 10
88 0f 40000000 00
89 0f 40000000 00
8a 0f 40000000 00
8b 0f 40000000 00
8c 0f fffffffe 10
8d 0f fffffffe 10
8e 0f fffffffe 10
8f 0f fffffffe 10
90 0f 00000001 00
91 0f 00000001 00
92 0f 00000001 00
93 0f 00000001 00
94 0f 80000001 10
95 0f 80000001 10
96 0f 80000001 10
97 0f 80000001 10
98 0f 7fffffff 00
99 0f 7fffffff 00
9a 0f 7fffffff 00
9b 0f 7fffffff 00
9c 0f ffffffff 10
9d 0f ffffffff 10
9e 0f ffffffff 10
9f 0f ffffffff 10
a0 0f 00000000 01
a1 0f 00000000 01
a2 0f 00000000 01
a3 0f 00000000 01
a4 0f 40000000 10
a5 0f 40000000 10
a6 0f 40000000 10
a7 0f 40000000 10
a8 0f 20000000 00
a9 0f 20000000 00
aa 0f 20000000 00
ab 0f 20000000 00
ac 0f 7fffffff 10
ad 0f 7fffffff 10
ae 0f 7fffffff 10
af 0f 7fffffff 10
b0 0f 00000000 01
b1 0f 00000000 01
b2 0f 00000000 01
b3 0f 00000000 01
b4 0f 40000000 10
b5 0f 40000000 10
b6 0f 40000000 10
b7 0f 40000000 10
b8 0f 3fffffff 00
b9 0f 3fffffff 00
ba 0f 3fffffff 00
bb 0f 3fffffff 00
bc 0f 7fffffff 10
bd 0f 7fffffff 10
be 0f 7fffffff 10
bf 0f 7fffffff 10
c0 0f 00000000 01
c1 0f 00000000 01
c2 0f 00000000 01
c3 0f 00000000 01
c4 0f 00000002 10
c5 0f 00000002 10
c6 0f 00000002 10
c7 0f 00000002 10
c8 0f 00000001 00
c9 0f 00000001 00
ca 0f 00000001 00
cb 0f 00000001 00
cc 0f 00000003 10
cd 0f 00000003 10
ce 0f 00000003 10
cf 0f 00000003 10
d0 0f 00000000 01
d1 0f 00000000 01
d2 0f 00000000 01
d3 0f 00000000 01
d4 0f 00000002 10
d5 0f 00000002 10
d6 0f 00000002 10
d7 0f 00000002 10
d8 0f 00000001 00
d9 0f 00000001 00
da 0f 00000001 00
db 0f 00000001 00
dc 0f 00000003 10
dd 0f 00000003 10
de 0f 00000003 10
df 0f 00000003 10
e0 0f 00000000 01
e1 0f 00000000 01
e2 0f 00000000 01
e3 0f 00000000 01
e4 0f 00000001 10
e5 0f 00000001 10
e6 0f 00000001 10
e7 0f 00000001 10
e8 0f 00000000 01
e9 0f 00000000 01
ea 0f 00000000 01
eb 0f 00000000 01
ec 0f 00000001 10
ed 0f 00000001 10
ee 0f 00000001 10
ef 0f 00000001 10
f0 0f 00000000 01
f1 0f 00000000 01
f2 0f 00000000 01
f3 0f 00000000 01
f4 0f 00000001 10
f5 0f 00000001 10
f6 0f 00000001 10
f7 0f 00000001 10
f8 0f 00000000 01
f9 0f 00000000 01
fa 0f 00000000 01
fb 0f 00000000 01
fc 0f 00000001 10
fd 0f 00000001 10
fe 0f 00000001 10
ff 0f 00000001 10
MINS  ---Q---- CZ
00 10 00000000 01
01 10 00000000 01
02 10 00000000 01
03 10 00000000 01
04 10 00000001 01
05 10 00000001 01
06 10 00000001 01
07 10 00000001 01
08 10 00000002 01
09 10 00000002 01
0a 10 00000002 01
0b 10 00000002 01
0c 10 7fffffff 01
0d 10 7fffffff 01
0e 10 7fffffff 01
0f 10 7fffffff 01
10 10 00000000 11
11 10 00000000 11
12 10 00000000 11
13 10 00000000 11
14 10 00000000 11
15 10 00000000 11
16 10 00000000 11
17 10 00000000 11
18 10 00000000 11
19 10 00000000 11
1a 10 00000000 11
1b 10 00000000 11
1c 10 00000000 11
1d 10 00000000 11
1e 10 00000000 11
1f 10 00000000 11
20 10 00000001 10
21 10 00000001 10
22 10 00000001 10
23 10 00000001 10
24 10 00000001 00
25 10 00000001 00
26 10 00000001 00
27 10 00000001 00
28 10 00000002 00
29 10 00000002 00
2a 10 00000002 00
2b 10 00000002 00
2c 10 7fffffff 00
2d 10 7fffffff 00
2e 10 7fffffff 00
2f 10 7fffffff 00
30 10 00000001 10
31 10 00000001 10
32 10 00000001 10
33 10 00000001 10
34 10 00000001 10
35 10 00000001 10
36 10 00000001 10
37 10 00000001 10
38 10 00000001 10
39 10 00000001 10
3a 10 00000001 10
3b 10 00000001 10
3c 10 00000001 10
3d 10 00000001 10
3e 10 00000001 10
3f 10 00000001 10
40 10 00000002 10
41 10 00000002 10
42 10 00000002 10
43 10 00000002 10
44 10 00000002 10
45 10 00000002 10
46 10 00000002 10
47 10 00000002 10
48 10 00000002 00
49 10 00000002 00
4a 10 00000002 00
4b 10 00000002 00
4c 10 7fffffff 00
4d 10 7fffffff 00
4e 10 7fffffff 00
4f 10 7fffffff 00
50 10 00000002 10
51 10 00000002 10
52 10 00000002 10
53 10 00000002 10
54 10 00000002 10
55 10 00000002 10
56 10 00000002 10
57 10 00000002 10
58 10 00000002 10
59 10 00000002 10
5a 10 00000002 10
5b 10 00000002 10
5c 10 00000002 10
5d 10 00000002 10
5e 10 00000002 10
5f 10 00000002 10
60 10 7fffffff 10
61 10 7fffffff 10
62 10 7fffffff 10
63 10 7fffffff 10
64 10 7fffffff 10
65 10 7fffffff 10
66 10 7fffffff 10
67 10 7fffffff 10
68 10 7fffffff 10
69 10 7fffffff 10
6a 10 7fffffff 10
6b 10 7fffffff 10
6c 10 7fffffff 00
6d 10 7fffffff 00
6e 10 7fffffff 00
6f 10 7fffffff 00
70 10 7fffffff 10
71 10 7fffffff 10
72 10 7fffffff 10
73 10 7fffffff 10
74 10 7fffffff 10
75 10 7fffffff 10
76 10 7fffffff 10
77 10 7fffffff 10
78 10 7fffffff 10
79 10 7fffffff 10
7a 10 7fffffff 10
7b 10 7fffffff 10
7c 10 7fffffff 10
7d 10 7fffffff 10
7e 10 7fffffff 10
7f 10 7fffffff 10
80 10 00000000 00
81 10 00000000 00
82 10 00000000 00
83 10 00000000 00
84 10 00000001 00
85 10 00000001 00
86 10 00000001 00
87 10 00000001 00
88 10 00000002 00
89 10 00000002 00
8a 10 00000002 00
8b 10 00000002 00
8c 10 7fffffff 00
8d 10 7fffffff 00
8e 10 7fffffff 00
8f 10 7fffffff 00
90 10 80000000 00
91 10 80000000 00
92 10 80000000 00
93 10 80000000 00
94 10 80000001 00
95 10 80000001 00
96 10 80000001 00
97 10 80000001 00
98 10 fffffffe 00
99 10 fffffffe 00
9a 10 fffffffe 00
9b 10 fffffffe 00
9c 10 ffffffff 00
9d 10 ffffffff 00
9e 10 ffffffff 00
9f 10 ffffffff 00
a0 10 00000000 00
a1 10 00000000 00
a2 10 00000000 00
a3 10 00000000 00
a4 10 00000001 00
a5 10 00000001 00
a6 10 00000001 00
a7 10 00000001 00
a8 10 00000002 00
a9 10 00000002 00
aa 10 00000002 00
ab 10 00000002 00
ac 10 7fffffff 00
ad 10 7fffffff 00
ae 10 7fffffff 00
af 10 7fffffff 00
b0 10 80000001 10
b1 10 80000001 10
b2 10 80000001 10
b3 10 80000001 10
b4 10 80000001 00
b5 10 80000001 00
b6 10 80000001 00
b7 10 80000001 00
b8 10 fffffffe 00
b9 10 fffffffe 00
ba 10 fffffffe 00
bb 10 fffffffe 00
bc 10 ffffffff 00
bd 10 ffffffff 00
be 10 ffffffff 00
bf 10 ffffffff 00
c0 10 00000000 00
c1 10 00000000 00
c2 10 00000000 00
c3 10 00000000 00
c4 10 00000001 00
c5 10 00000001 00
c6 10 00000001 00
c7 10 00000001 00
c8 10 00000002 00
c9 10 00000002 00
ca 10 00000002 00
cb 10 00000002 00
cc 10 7fffffff 00
cd 10 7fffffff 00
ce 10 7fffffff 00
cf 10 7fffffff 00
d0 10 fffffffe 10
d1 10 fffffffe 10
d2 10 fffffffe 10
d3 10 fffffffe 10
d4 10 fffffffe 10
d5 10 fffffffe 10
d6 10 fffffffe 10
d7 10 fffffffe 10
d8 10 fffffffe 00
d9 10 fffffffe 00
da 10 fffffffe 00
db 10 fffffffe 00
dc 10 ffffffff 00
dd 10 ffffffff 00
de 10 ffffffff 00
df 10 ffffffff 00
e0 10 00000000 00
e1 10 00000000 00
e2 10 00000000 00
e3 10 00000000 00
e4 10 00000001 00
e5 10 00000001 00
e6 10 00000001 00
e7 10 00000001 00
e8 10 00000002 00
e9 10 00000002 00
ea 10 00000002 00
eb 10 00000002 00
ec 10 7fffffff 00
ed 10 7fffffff 00
ee 10 7fffffff 00
ef 10 7fffffff 00
f0 10 ffffffff 10
f1 10 ffffffff 10
f2 10 ffffffff 10
f3 10 ffffffff 10
f4 10 ffffffff 10
f5 10 ffffffff 10
f6 10 ffffffff 10
f7 10 ffffffff 10
f8 10 ffffffff 10
f9 10 ffffffff 10
fa 10 ffffffff 10
fb 10 ffffffff 10
fc 10 ffffffff 00
fd 10 ffffffff 00
fe 10 ffffffff 00
ff 10 ffffffff 00
MAXS  ---Q---- CZ
00 11 00000000 01
01 11 00000000 01
02 11 00000000 01
03 11 00000000 01
04 11 00000000 01
05 11 00000000 01
06 11 00000000 01
07 11 00000000 01
08 11 00000000 01
09 11 00000000 01
0a 11 00000000 01
0b 11 00000000 01
0c 11 00000000 01
0d 11 00000000 01
0e 11 00000000 01
0f 11 00000000 01
10 11 80000000 11
11 11 80000000 11
12 11 80000000 11
13 11 80000000 11
14 11 80000001 11
15 11 80000001 11
16 11 80000001 11
17 11 80000001 11
18 11 fffffffe 11
19 11 fffffffe 11
1a 11 fffffffe 11
1b 11 fffffffe 11
1c 11 ffffffff 11
1d 11 ffffffff 11
1e 11 ffffffff 11
1f 11 ffffffff 11
20 11 00000000 10
21 11 00000000 10
22 11 00000000 10
23 11 00000000 10
24 11 00000001 00
25 11 00000001 00
26 11 00000001 00
27 11 00000001 00
28 11 00000001 00
29 11 00000001 00
2a 11 00000001 00
2b 11 00000001 00
2c 11 00000001 00
2d 11 00000001 00
2e 11 00000001 00
2f 11 00000001 00
30 11 80000000 10
31 11 80000000 10
32 11 80000000 10
33 11 80000000 10
